"","score","id","Title","Parent","Parent Slug"
"697",67.6,3515,"Selling and Buying a Home at the Same Time",146,"home/mortgage"
"255",67.4,6015,"Q&A: 3 Most Common Credit Questions",2206,"credit-score"
"1059",67.2,985,"How to Consolidate Student Loans in 5 Steps",17391,"student/refinance/consolidation"
"899",66.4,2281,"Locking in your VA Mortgage Rate",154,"home/va"
"257",66.3,5770,"Why The Age of Your Credit History is Important",2206,"credit-score"
"40",66.1,3042,"Comparing Auto Loans: Learn the Basics",99,"auto"
"59",66.1,394,"Top Powersports for Adventure Seekers",117,"auto/powersport"
"309",66.1,3078,"8 Debt Consolidation Facts You Need to Know",138,"debt-consolidation"
"46",66,29968,"Should You Buy or Lease a Motorcycle?",113,"auto/motorcycle"
"771",66,7968,"Understanding Government Refinance Programs",150,"home/refinance"
"1001",65.9,7809,"Short Term Loans: Understanding the Risks",164,"personal"
"298",65.8,25810,"How to Consolidate Your Business Debt",138,"debt-consolidation"
"293",65.6,25757,"Best Budgeting Apps of 2018",138,"debt-consolidation"
"166",64.9,7791,"4 Tips for Managing Your Small Business Finances",129,"business"
"520",64.9,3426,"Credit Score For A Home Loan: What You Need To Know",146,"home/mortgage"
"648",64.3,3465,"Q&A: Why Are Jumbo Loans So Cheap?",146,"home/mortgage"
"1061",64.1,15999,"A Dentist's Guide: This Is How To Crush Your Dental School Debt",172,"student/refinance"
"222",63.8,17251,"Working Capital Financing: How to Find Working Capital",8024,"business/working-capital"
"945",63.7,5722,"10 Signs You Need a Personal Loan",164,"personal"
"271",63.3,5768,"How to Get a Excellent Credit Score",2206,"credit-score"
"895",63.1,12631,"VA Home Loan Process: How to Get a VA Home Loan",154,"home/va"
"774",63.1,656,"HARP 3.0 Refinance",624,"home/refinance/harp"
"400",63,2369,"Understanding FHA Mortgage Disclosures",7503,"home/fha/requirements"
"138",62.8,7948,"4 Easy Business Loans to Consider",129,"business"
"676",62.8,26630,"Mortgage Borrowers Could Save 10% of the Loan Amount in Interest by Shopping Around",5299,"home/mortgage/rates"
"106",62.7,5804,"Bankrupcy Laws You Should be Aware of Before Filing",23650,"bankruptcy"
"63",62.3,2223,"Auto Payday Loans Versus Auto Refinance Loans: Which Works for You?",109,"auto/refinance"
"518",62.2,5741,"Convert your garage into living space",146,"home/mortgage"
"374",62.2,2363,"First-Time Buyers Still Flocking to FHA Programs",27,"home/fha"
"1026",62,1072,"Best Student Loans to Pay for College",168,"student"
"947",61.6,3263,"4 Personal Loan Mistakes to Avoid",164,"personal"
"204",61.5,3930,"Planning Your Small Business Funding for 2018",8474,"business/small"
"192",61.2,17431,"SBA Loan Requirements: How to Get an SBA Loan",8015,"business/sba"
"694",61.1,3439,"Second Home Mortgage: 4 Questions to Ask Before You Buy a Second Home",146,"home/mortgage"
"216",61.1,676,"What Can a Business Loan Be Used for and How Can It Help My Business Grow?",129,"business"
"389",61,2343,"Pros and Cons of a Small FHA Loan Down Payment",27,"home/fha"
"661",61,5816,"What Determines Your Mortgage Rate?",5299,"home/mortgage/rates"
"571",60.8,9948,"How Much Money Do I Need to Buy a House?",146,"home/mortgage"
"224",60.7,10330,"Net Working Capital: Managing Your Business's Financial Health",8024,"business/working-capital"
"719",60.7,3463,"Time for ARMs?",146,"home/mortgage"
"485",60.7,3514,"Builder Buy-Downs Lower Monthly Mortgage Payments",146,"home/mortgage"
"335",60.2,7719,"What You Need to Know About Cancellation of Debt (COD) Income",138,"debt-consolidation"
"492",60,20072,"Buying a Foreclosed Home: A Step-by-Step Guide",146,"home/mortgage"
"467",59.9,3491,"Ask an Expert: Are Mortgage Rates Negotiable?",146,"home/mortgage"
"877",59.7,2325,"Too Much Debt to Retire Comfortably? You Have Options",234,"home/reverse"
"516",58.5,3478,"Conforming Loans",146,"home/mortgage"
"933",58.5,468,"Types of Auto Insurance Coverage",160,"insurance/auto"
"750",58.4,3417,"3 Reasons Why You Shouldn't Wait to Buy a Home",146,"home/mortgage"
"94",58.3,3010,"The 6 Best Used Cars to Buy",99,"auto"
"942",58.3,10166,"Vacant Home Insurance: What It Is and How to Get the Best Price",4825,"insurance/home"
"1063",58,984,"How Aggressively Should I Be Paying Off My Student Loans?",172,"student/refinance"
"64",57.6,443,"Auto Refinance Options and Your Credit Score",109,"auto/refinance"
"532",57.6,3505,"Down payment: What is the purpose?",7449,"home/mortgage/down-payment"
"201",57.5,29712,"How the Small Business Loan Underwriting Process Works",8474,"business/small"
"563",57,461,"Is a Home Warranty Worth the Expense?",146,"home/mortgage"
"165",56.8,3896,"What Is a Business Line of Credit?",8022,"business/line-of-credit"
"856",56.6,3059,"Reverse Mortgage Counseling",234,"home/reverse"
"936",56,8918,"Cheap Home Insurance: Bargain or Blunder?",4825,"insurance/home"
"660",55.5,5821,"Factors that Affect Mortgage Rates: The Economy",5299,"home/mortgage/rates"
"577",55,3441,"How to Buy a House: All the Steps You Need to Know",146,"home/mortgage"
"202",54.5,679,"5 Questions to Ask Before Paying Off a Small Business Loan Early",8474,"business/small"
"918",54,2278,"VA Home Loan Lenders Offer Affordable Options",154,"home/va"
"1045",54,13284,"The Ultimate Guide to Parent Student Loans",168,"student"
"613",53.6,7672,"The 5 Minute Mortgage: Mortgage Comparison with LoanExplorer",146,"home/mortgage"
"639",53.6,25974,"Overcoming Obstacles to Buying a Home",146,"home/mortgage"
"524",53.5,5553,"Denied Credit for Your Home Loan: What's Next?",146,"home/mortgage"
"1094",53.2,1074,"Student Loans Around the World: Who Else Is Struggling?",168,"student"
"878",53.2,13600,"4 Types of People That Get a Reverse Mortgage",234,"home/reverse"
"763",53,22852,"Can You Refinance a Home With Low Equity?",150,"home/refinance"
"490",52.3,3457,"Buying a Second Home: 7 Questions to Ask First",146,"home/mortgage"
"928",51.7,15918,"Guide to Finding the Best Car Insurance for Teens",160,"insurance/auto"
"1004",51.7,3243,"5 Smart Reasons to Get a Personal Loan",164,"personal"
"1082",51.7,16826,"What Happens To Your Student Loans When You Die?",172,"student/refinance"
"211",51.6,26288,"Guide to Starting a Business Partnership",129,"business"
"102",51.5,3046,"How to Buy a Used Car in 10 Simple Steps",99,"auto"
"757",51.4,3347,"15 Year Refinance: Is a 15 Year Mortgage Right For You?",150,"home/refinance"
"687",51.3,5826,"The 5/1 Hybrid ARM",5299,"home/mortgage/rates"
"142",50.6,675,"What Is the Best Way to Finance an Online Business?",7491,"business/financing"
"1072",50.6,13220,"Everything You Need to Know About Repaying Student Loans",172,"student/refinance"
"229",50.1,1937,"How Active Duty Military Members Get a Break on Credit Card Interest and Fees",133,"credit-cards/tips"
"351",50,16701,"LendingTree Survey Compares Millennial Men and Women",176,"finance"
"394",49.8,2354,"Requirements for FHA Approved Condos",7503,"home/fha/requirements"
"584",49.8,3552,"How to Get Your House Ready to Sell",146,"home/mortgage"
"969",49.6,3272,"How to Apply for a Bank Loan and Get Approved",164,"personal"
"339",49.4,3083,"Setting a Timeline to Pay Off Your Debt",138,"debt-consolidation"
"557",48.8,3484,"Home buyers nab low interest rates",146,"home/mortgage"
"286",48.2,5807,"Fair Credit Reporting Act: Understanding Your Rights",2206,"credit-score"
"833",47.6,2301,"3 Types of Reverse Mortgage Payouts: Which Is Best for You?",234,"home/reverse"
"404",47.4,2367,"The Huge Advantage of an FHA Assumable Mortgage",27,"home/fha"
"890",47.2,13593,"Mortgage Q & A: Can I Assume a VA Home Loan?",154,"home/va"
"679",47.1,29248,"Mortgage Borrowers Could Save 0.62 in Interest by Shopping Around",5299,"home/mortgage/rates"
"718",47.1,3396,"3 Things You Should Do Before Applying for Your First Home Loan",146,"home/mortgage"
"605",46.8,3553,"Lock in your mortgage interest rate and points",146,"home/mortgage"
"212",46.4,694,"The Pros and Cons of Using a Marketing Agency",129,"business"
"875",46.4,2305,"Smart and Safe Ways to Use a Reverse Mortgage",234,"home/reverse"
"633",45.6,18257,"New Fannie Mae Guidelines: 3 Reasons It Just Got Easier to Qualify for a Mortgage",146,"home/mortgage"
"1084",45.6,976,"Cosigner Release: What to Consider If Refinancing Student Loans to Remove Cosigners",172,"student/refinance"
"56",45.2,383,"Powersport Financing Options for Your Next Purchase",117,"auto/powersport"
"908",45,2261,"The Complete Guide on How to Get a VA Loan",7501,"home/va/requirements"
"150",44.9,660,"How Should Business Owners Give Themselves a Raise?",129,"business"
"1056",44.7,14925,"How to Find the Best Student Loan Consolidation Companies",17391,"student/refinance/consolidation"
"144",44.6,3933,"How to Find Small Business Grants",129,"business"
"1052",44.3,17226,"<U+200B>College Ave Student Loan Refinancing Review",172,"student/refinance"
"929",43.6,12990,"Your Guide to High Risk Auto Insurance",160,"insurance/auto"
"483",43.2,3405,"How to Buy a Beach House",146,"home/mortgage"
"514",42.7,3521,"17 Common Mortgage Terms To Know",146,"home/mortgage"
"325",42.7,20013,"Good Debt Vs. Bad Debt: Understanding What You Owe",138,"debt-consolidation"
"588",42.7,7959,"How to Sell Your House",146,"home/mortgage"
"740",42.7,7687,"What is an ARM Loan?",146,"home/mortgage"
"823",42.4,13598,"5 Top Candidates for a Mortgage Refinance: Are You One of Them?",150,"home/refinance"
"611",42.1,3492,"How to Decode Mortgage Words and Terms",146,"home/mortgage"
"701",42,18207,"From Shopping to Close, LendingTree Study Finds Mortgage Process is Getting Faster",146,"home/mortgage"
"619",41.9,13612,"Mortgage Help: What to do if You Need Mortgage Assistance",146,"home/mortgage"
"538",41.8,3532,"Making a down payment",7449,"home/mortgage/down-payment"
"741",41.7,5295,"Lending Discrimination: What it Is and Isn't",146,"home/mortgage"
"11",40.4,30278,"Best Online Car-Buying Sites and Apps",99,"auto"
"186",39.7,30031,"Which Business Entity is Right for Your Company?",129,"business"
"179",39.6,6043,"How to Apply for a Small Business Loan: Your 9-Step Guide",7494,"business/requirements"
"775",38.8,7917,"HARP Housing: Loan Requirements and Alternatives",624,"home/refinance/harp"
"270",38.4,5803,"How interest rates affect credit",2206,"credit-score"
"1054",38.3,13489,"The Complete Guide to Paying Back Student Loans",172,"student/refinance"
"737",37.8,5811,"What Does a Real Estate Lawyer Do?",146,"home/mortgage"
"607",37.5,3424,"What Sort of Low Income Home Loans Are Available?",146,"home/mortgage"
"504",37.1,3534,"Budgeting for closing: Costs and fees to get a mortgage",7457,"home/mortgage/closing-costs"
"525",37,3501,"Do I need a mortgage co-signer if I am self-employed?",146,"home/mortgage"
"663",37,6079,"How Will the Interest Rate Hike Affect Mortgages?",5299,"home/mortgage/rates"
"371",36.8,2358,"FHA Loan Interest Rates: How to Get Your Best Deal",27,"home/fha"
"1034",36.8,3561,"Government Student Loans: Unsubsidized vs. Subsidized Student Loans",168,"student"
"154",36.2,453,"How to Find the Perfect Location for Your Small Business",129,"business"
"103",36.1,28667,"Wells Fargo Auto Loan: In-Depth Review",99,"auto"
"319",36,22619,"What Is a Debt Snowball?",138,"debt-consolidation"
"938",35.8,8915,"How to Compare Home Insurance Quotes",4825,"insurance/home"
"129",35.6,13391,"Four Steps to Building a Strong Business Credit Profile",129,"business"
"248",35.5,2236,"Learn How to Pay off Debt Fast",20369,"credit-repair"
"478",35.5,7080,"The Best Time for Selling Your House",146,"home/mortgage"
"863",35.5,15686,"Reverse Mortgage Line of Credit",234,"home/reverse"
"469",35,6011,"Is an ARM Mortgage Right for You?",146,"home/mortgage"
"141",34.6,22648,"8 Questions to Answer When Checking on the Financial Health of Your Business",129,"business"
"754",34.2,21223,"You’ll Need to Set Aside More Than a Down Payment When Getting a Mortgage: Here’s Why",146,"home/mortgage"
"835",34.2,2321,"AARP Reverse Mortgage: There Is No Such Thing!",234,"home/reverse"
"470",33.9,3481,"ARM Payment Calculator",146,"home/mortgage"
"672",33.5,30092,"$26,881 in Savings Possible for Homebuyers Shopping Around for a Mortgage",5299,"home/mortgage/rates"
"471",33.4,3509,"Avoiding Loan Delays: How to Keep Your Loan From Being Derailed",146,"home/mortgage"
"315",33.1,3076,"Debt Management: 3 Things You Must Do After Consolidating Your Debt",138,"debt-consolidation"
"33",33,5737,"How To Buy A Car in 7 Steps",99,"auto"
"24",32.8,5790,"Car Value: Learn How to Determine a Cars Value",99,"auto"
"160",32.8,680,"How to Turn Your Small Business Into a Big Business: 6 Ways",129,"business"
"590",32.3,5723,"Inflation Threat to Mortgage Rates Continues to Grow",146,"home/mortgage"
"457",31.9,3493,"20 Questions to Ask Before You Pick a Home Loan",146,"home/mortgage"
"258",31.7,6010,"Bad Credit Score: 3 Things That Can Mess Up a Good Credit Score",2206,"credit-score"
"288",31.1,21613,"5 Ways to Eliminate Holiday Debt in 2018",138,"debt-consolidation"
"1062",30.8,17756,"Student Loan Refinance Review: Education Loan Finance",172,"student/refinance"
"303",30.3,18278,"How Credit Card Debt Consolidation Works",7443,"debt-consolidation/credit-card"
"919",30.2,2262,"VA Loan Fees: What the Borrower is Not Responsible for Paying",154,"home/va"
"156",29.9,664,"How to Know When to Hire More People for Your Growing Business",129,"business"
"197",29.4,686,"4 Signs You're Ready to Quit Your Full-time Job to Pursue Your Small Business",129,"business"
"34",29.3,9955,"Comparing Auto Loan Payments for 48, 60 and 72 Month Auto Loans",99,"auto"
"882",29.2,2328,"Beware: Younger Spouses and Reverse Mortgages",234,"home/reverse"
"713",29.1,3394,"The True Costs of Buying a Home",146,"home/mortgage"
"1023",29,1067,"6 FAQs for Student Loan Income-Driven Repayment Plans",168,"student"
"884",28.6,14709,"USDA Income Limits",14515,"home/usda/eligibility"
"944",28.6,13076,"What is Renters Insurance?",4825,"insurance/home"
"1097",28.6,1064,"Understanding Student Loan Limits",168,"student"
"8",28.4,5789,"How to Avoid Car Leasing Charges",99,"auto"
"1060",28.2,1062,"When Should I Consider Private Student Loan Consolidation?",17391,"student/refinance/consolidation"
"897",27.7,2274,"It IS Easy Being Green: VA Energy Efficient Mortgage",154,"home/va"
"414",27.3,16054,"Is a Home Equity Line of Credit Tax Deductible?",7471,"home/home-equity/heloc"
"658",26.8,6100,"Brexit: What Is It and Why Does It Matter?",5299,"home/mortgage/rates"
"821",25.9,3340,"Should You Refinance Your Home or Pay It Off?",150,"home/refinance"
"356",25.6,3292,"Lending Money to Family: Things to Consider",176,"finance"
"1047",25.5,992,"3 Reasons to Refinance Your Parent PLUS Loan",172,"student/refinance"
"435",25.4,15651,"Using Home Repair Loans to Fix or Maintain a House",7430,"home/home-equity/home-improvement"
"911",25.2,465,"Thank You for Your Service: VA Loans, Educational Assistance, and Other Veterans Administration Benefits",154,"home/va"
"449",24.1,14849,"LendingTree Launches Home Valuation Tool for My LendingTree",25,"home"
"572",23.8,3461,"How Much Mortgage Can You Afford?",146,"home/mortgage"
"285",23.7,5806,"How to Check Your Credit Report: Things You Should Be Looking For",2206,"credit-score"
"178",23.6,3914,"Small Business Loan Application Requirements: Private vs. Government",7494,"business/requirements"
"632",23.6,3554,"Step 4: Negotiating Home Sale Offers",146,"home/mortgage"
"1075",23.6,14168,"Tips for Tackling Your Student Loan Amortization Schedule",172,"student/refinance"
"120",23.5,697,"5 Signs It's Time to Sell Your Business",129,"business"
"551",22.7,3551,"Five reasons to buy a home around the holidays",146,"home/mortgage"
"284",22.6,2287,"Q&A: What Is the Highest Credit Score Possible?",2206,"credit-score"
"620",22.5,3420,"Mortgage Insurance: What, When, and Why",146,"home/mortgage"
"1039",21.6,15487,"How Much Does College Cost? Understanding The Average Cost of College",168,"student"
"292",21.5,3101,"Benefits of Debt Consolidation",138,"debt-consolidation"
"193",21.2,16867,"SBA 7a Loan: The Most Popular Small Business Administration Loan",8015,"business/sba"
"699",20.9,3408,"How Much Shopping Around for a Mortgage Can Save You",146,"home/mortgage"
"822",20.9,5774,"Title Insurance: What You Pay When You Refinance",150,"home/refinance"
"131",19.5,698,"What Small Business Owners Need to Know About Patents, Copyrights, and Trademarks",129,"business"
"925",19.5,10158,"How to Get Cheap Auto Insurance",160,"insurance/auto"
"277",19.4,6045,"What Does Charge Off Mean On Your Credit Report?",2206,"credit-score"
"558",19.3,3520,"Home buying mistakes",146,"home/mortgage"
"352",19.2,8823,"Consumer Loans: Explore Your Lending Options",176,"finance"
"561",19.1,3528,"Is that home price fair market value?",146,"home/mortgage"
"289",18.7,7701,"6 Things Debt-Free Families Have in Common",138,"debt-consolidation"
"187",18.6,3950,"Running a Small Business: Tips from Successful Business Owners",129,"business"
"136",18.2,3853,"4 Common Struggles for Small Business Owners",129,"business"
"887",18.1,2255,"5 House Hunting Tips for Veterans",154,"home/va"
"2",18,3020,"10 Tips for First Time Car Buyers",99,"auto"
"273",17.8,5809,"Prevent identity theft",2206,"credit-score"
"536",17.6,7092,"How to Save for a House",7449,"home/mortgage/down-payment"
"932",17.6,938,"How to Save on Car Insurance",160,"insurance/auto"
"281",17.3,6067,"What is a Promissory Note?",2206,"credit-score"
"1058",17.3,1054,"Is a Direct Consolidation Loan the Best Move for You?",17391,"student/refinance/consolidation"
"1091",17.3,12802,"The Ultimate Guide to Student Loan Forgiveness for Nurses",168,"student"
"670",17,25855,"Competition among lenders was worth over $25,000 to borrowers last week",5299,"home/mortgage/rates"
"379",16.6,2362,"HUD Approved Housing Counselors: How They Help",27,"home/fha"
"121",16.5,7795,"5 Steps for Business Credit Repair",129,"business"
"340",16.3,3077,"5 Smart Ways to Get Out of Debt",138,"debt-consolidation"
"491",16.2,3516,"Ask an Expert: Buying and selling a home",146,"home/mortgage"
"372",16.1,2361,"FHA Mortgages: Are You Ready for Electronic Signatures?",27,"home/fha"
"175",16,7617,"6 Steps to Setting Up a Small Business",7494,"business/requirements"
"940",16,8923,"How Much Is Home Insurance?",4825,"insurance/home"
"1037",16,12787,"How Do Student Loans Work? Here's Everything You Need to Know.",168,"student"
"180",15.6,3926,"How to Fund A Small Business",7494,"business/requirements"
"36",15.5,3033,"What Car Should I Buy?",99,"auto"
"176",15.2,1121,"How To Get an Online Business Loan",7494,"business/requirements"
"893",15.2,13591,"VA Home Loans and First-Time Homebuyers",154,"home/va"
"1032",15.1,8223,"Your Guide to the Federal Perkins Loan Program",168,"student"
"539",14.8,3450,"Mortgage Down Payment Can Be Smaller Than You Think",7449,"home/mortgage/down-payment"
"1022",14.8,1053,"5 Questions to Ask Before Choosing a College Major",168,"student"
"818",14.5,13601,"Refinance Rates: The Role of the Federal Reserve",150,"home/refinance"
"358",14.3,7529,"When Renting is Better than Buying a Home?",176,"finance"
"939",14.3,12998,"Understanding Home Warranty Insurance",4825,"insurance/home"
"926",14,10154,"Auto Insurance Discounts",160,"insurance/auto"
"30",13.7,21252,"How Much Car Can I Afford? Establishing a Car Buying Budget",99,"auto"
"266",13.7,5820,"Different Hoax for Different Folks: Mortgage Advertising Scams",2206,"credit-score"
"743",13.5,29290,"LendingTree Reveals Where Homebuyers See the Most Mortgage Lender Competition",146,"home/mortgage"
"578",13.5,26522,"How to Buy Your Dream Home in 1 Year",146,"home/mortgage"
"228",13.2,1938,"Credit Card Rules to Know as Students Head Back to School",133,"credit-cards/tips"
"1041",13.2,3825,"The Complete Guide to Graduate Student Loans",168,"student"
"407",12.6,3308,"6 Smart Ways to Leverage Your Home Equity",142,"home/home-equity"
"153",12.5,667,"How to Find a Free Office (Or One That is Extremely Cheap)",129,"business"
"198",12.1,6112,"4 Important Things to Consider When Getting a Small Business Loan",8474,"business/small"
"218",12.1,696,"What to Do When Your Revenue Plateaus and You're Out of Ideas",129,"business"
"1028",11.6,20253,"Discover Student Loans Review",168,"student"
"1079",11.4,982,"Student Loan Refinance: Know Your Options",172,"student/refinance"
"159",11.4,665,"How to Shut Down a Failing Small Business",129,"business"
"380",11.4,2349,"Is an FHA Mortgage Overpriced?",27,"home/fha"
"1049",10.9,4832,"Alternatives to Private Student Loan Forgiveness",172,"student/refinance"
"1051",10.9,474,"Can You Refinance Federal Student Loans?",172,"student/refinance"
"455",10.8,3477,"15-Year Mortgages Can Mean Big Savings",146,"home/mortgage"
"597",10.7,5817,"Jumbo Rates Are Falling Down",146,"home/mortgage"
"780",10.7,651,"HARP Requirements, Eligibility, & Qualifications",624,"home/refinance/harp"
"752",10.3,3406,"Will Mortgage Protection Insurance Benefit You?",146,"home/mortgage"
"215",10.2,685,"6 Ways to Research Your Competition",129,"business"
"1030",10.1,4087,"FAFSA Application Guide: 7 Steps to Get Started",168,"student"
"1090",10.1,1061,"Student Loan Deferment and Forbearance: What's the Difference?",168,"student"
"350",10,5735,"Allowance For Kids: How Much is too Much",176,"finance"
"433",10,10014,"Best Ways to Add Value to Your Home",7430,"home/home-equity/home-improvement"
"27",9.8,30157,"How to Find the Best Extended Car Warranty",99,"auto"
"1024",9.8,472,"How to Apply for Federal Student Loans",168,"student"
"31",9.6,15609,"How Much Does a Car Cost?",99,"auto"
"753",9.5,5193,"Will Mortgage Underwriting Get Tougher?",146,"home/mortgage"
"604",9.2,3390,"Local Communities Work to Increase Real Estate Affordability",146,"home/mortgage"
"1040",9,1047,"How to Get a Student Loan",168,"student"
"1055",9,17771,"Connext Student Loan Refinancing Review",172,"student/refinance"
"814",8.7,3371,"Refinancing can Save Money, but not for Long",150,"home/refinance"
"1088",8.5,7561,"Guide to Student Grants – How and Where to Find Them",168,"student"
"477",8.3,3448,"Best Mortgages: How to Find Them",146,"home/mortgage"
"1048",8.3,986,"7 Ways to Pay Off Your Student Loans Faster",172,"student/refinance"
"155",8,666,"How to Fire Ineffective Employees",129,"business"
"502",8,3440,"How Much Does it Cost to Sell a House?",7457,"home/mortgage/closing-costs"
"830",8,3367,"Why Waiting to Refinance Could Cost You $21k",150,"home/refinance"
"535",7.6,7667,"How to Buy a House with No Money Down",7449,"home/mortgage/down-payment"
"460",7.4,3476,"6 Mortgage shopping myths",146,"home/mortgage"
"808",7.2,3376,"Learn How to Refinance Jumbo Loans",150,"home/refinance"
"943",7.2,13194,"What Does Homeowners Insurance Cover? What Is Not Covered?",4825,"insurance/home"
"1081",6.9,989,"What Are the Consequences of Defaulted Student Loans?",172,"student/refinance"
"58",6.8,447,"Should I Get a Loan for My New Powersport Vehicle?",117,"auto/powersport"
"259",6.8,5754,"How Your Checking Account Impacts Your Credit Score",2206,"credit-score"
"828",6.8,22876,"Which Loan Term Is Right for Your Refinance?",150,"home/refinance"
"1050",6.8,983,"Can a Student Loan Refinance Make Homes More Affordable?",172,"student/refinance"
"1070",6.8,978,"Options for Refinancing Student Loans: 3 Factors to Consider",172,"student/refinance"
"360",6.7,5765,"Survey: 44% of $100-149K Earners Live Paycheck to Paycheck",176,"finance"
"527",6.7,3433,"Does Your Lender Have Their Mortgage License?",146,"home/mortgage"
"674",6.7,23693,"Mortgage Rate Competition Index Widens",5299,"home/mortgage/rates"
"758",6.6,13594,"Refinancing a Home: Are Points a Rip-off?",150,"home/refinance"
"688",6.6,6055,"The History of Mortgage Rates: Then and Now",5299,"home/mortgage/rates"
"691",6.5,6031,"What Does a Mortgage Rate Spike Mean for Buyers and Sellers?",5299,"home/mortgage/rates"
"233",6.4,1955,"Tips to Help College Students Manage Credit Cards",133,"credit-cards/tips"
"465",6.4,7823,"9 Things That Can Boost the Cost of Selling a House",146,"home/mortgage"
"692",6.4,3383,"Rent or Buy a Home: Which Is More Affordable?",146,"home/mortgage"
"931",6.4,13081,"How Much Car Insurance Do I Need?",160,"insurance/auto"
"223",6.3,17276,"Supplementing Working Capital with a Working Capital Line of Credit",8024,"business/working-capital"
"617",6.3,5177,"Mortgage Fraud: Don't Be an Accidental Criminal",146,"home/mortgage"
"927",6.3,937,"Filing an Auto Insurance Claim",160,"insurance/auto"
"327",6.1,3102,"Using a Home Equity Loan for Debt Consolidation",138,"debt-consolidation"
"185",6,661,"10 Research Tools that Every Small Business Should Invest In",129,"business"
"493",6,3518,"10 Steps to Buying Your First Home",146,"home/mortgage"
"634",6,3391,"New Tax Credit for First-time Home Buyers Proposed on Capitol Hill",146,"home/mortgage"
"756",6,3339,"10 Best Refinancing Tips for Homeowners",150,"home/refinance"
"784",6,652,"Why You Need a HARP Refinance Now",624,"home/refinance/harp"
"1057",6,16679,"How Does Consolidating Student Loans Affect Your Credit?",17391,"student/refinance/consolidation"
"1089",6,3061,"How to Avoid Student Debt: A 5-Step Guide",168,"student"
"1092",6,10288,"Student Loan Interest Deduction",168,"student"
"746",5.8,5998,"Why Jumbo Mortgage Rates Are Sagging",146,"home/mortgage"
"880",5.8,479,"Reverse Mortgage: What If You Enter Long Term Care?",234,"home/reverse"
"39",5.6,3006,"How to Get the Best Car Loan Available",99,"auto"
"148",5.6,689,"How Much Should You Pay Employees? 4 Ways to Know",129,"business"
"275",5.6,5769,"Types of Credit: Tips for Credit Improvement",2206,"credit-score"
"1021",5.6,1075,"3 Situations You May Need a Private Student Loan",168,"student"
"1064",5.6,990,"How Much Can You Save with a Student Loan Refinance?",172,"student/refinance"
"742",5.3,3550,"What is Title Insurance?",146,"home/mortgage"
"127",5.2,669,"Bootstrapping Your Business: How to Start a Business with No Money",129,"business"
"152",5.2,692,"How to Boost Company Morale Without Giving Raises",129,"business"
"162",5.2,16930,"Why Understanding Business Line of Credit Requirements Will Make You a Better Candidate",8022,"business/line-of-credit"
"591",5.2,3389,"Inflation's Summer Vacation Is Good News for Mortgage Rates",146,"home/mortgage"
"599",5.2,3388,"Latest Figures Show Distressed Mortgages on the Wane",146,"home/mortgage"
"625",5.2,3386,"Mortgage Rates Too High for 41 Percent of All Current Borrowers",146,"home/mortgage"
"1077",5.2,7625,"What You Need to Know About Student Debt",172,"student/refinance"
"1083",5.2,1073,"What Happens When You Miss a Student Loan Payment?",172,"student/refinance"
"1085",5.2,997,"3 Situations Where You May Want to Avoid Refinancing Your Student Loans",172,"student/refinance"
"42",5.1,29511,"Lightstream Auto Loan Review",99,"auto"
"199",5,678,"5 Tips for Avoiding a Cycle of Debt with Small Business Loans",8474,"business/small"
"297",5,3084,"Choosing a Debt Consolidation Solution in 2018",138,"debt-consolidation"
"656",5,7853,"How to Find Average Mortgage Rates",5299,"home/mortgage/rates"
"1065",5,996,"How to Refinance Law School Loans",172,"student/refinance"
"140",4.8,16947,"Equipment Leasing vs Equipment Financing: Which is Better?",8026,"business/equipment"
"157",4.8,681,"How to Market Your Small Business for Success",129,"business"
"158",4.8,668,"How to Prepare Your Small Business for Tax Season",129,"business"
"214",4.8,695,"5 Typical Growing Pains Small Businesses Will Have to Overcome",129,"business"
"391",4.8,2339,"Refinance an FHA Loan Easily with the Streamline Program",27,"home/fha"
"589",4.8,5726,"Inflation Looks Like a Bigger Threat to Mortgage Rates than the Fed",146,"home/mortgage"
"592",4.8,7651,"Interest-Only Mortgages: What Are They and Are They a Good Option?",146,"home/mortgage"
"847",4.8,2303,"How Reverse Mortgages Are Becoming Respectable",234,"home/reverse"
"151",4.4,688,"How Small Business Owners Should Pay Themselves",129,"business"
"196",4.4,677,"Signs It's Time to Think About Refinancing a Business Loan",129,"business"
"232",4.4,6075,"Should You Put Christmas on Credit This Year?",133,"credit-cards/tips"
"263",4.4,5771,"Credit Payment History: How it Affects Your Credit Score",2206,"credit-score"
"345",4.4,5772,"Debt Management Fail: Study Says 35 Percent of Americans in Default",19622,"debt-relief"
"540",4.4,5182,"New State Rankings Report Says Down Payment Amounts are Increasing",7449,"home/mortgage/down-payment"
"622",4.4,3437,"Mortgage News: Lender Complaints Decline",146,"home/mortgage"
"711",4.4,3385,"The Clock Is Ticking: Why You Should Buy a Home Now",146,"home/mortgage"
"748",4.4,3446,"Why the Mortgage Comparison Game Has Become Easier",146,"home/mortgage"
"974",4.4,3247,"Inflation Is Rising: Could Now Be the Time to Get a Personal Loan?",164,"personal"
"1076",4.4,993,"Student Loan Relief: 5 Options to Keep in Mind",172,"student/refinance"
"221",4,662,"Who Should Inherit My Business?",129,"business"
"312",4,12704,"Debt Help: What is the definition of debt?",138,"debt-consolidation"
"313",4,11811,"Debt Help: Where Do I Start?",138,"debt-consolidation"
